trial_id,lambda_id,lambda,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,operational_values,generative_values,total_values,optimizer_count,enumeration_certificate
232,L200,2//1,1763//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
232,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
233,L0,0//1,13825//768,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,13825//768,0//1,13825//768,4,complete-enumeration:32
233,L025,1//4,12865//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
233,L050,1//2,11905//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
233,L100,1//1,9985//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
233,L200,2//1,6767//768,17,base_1;frontier_addition;inactive,3//1,11375//768,0//1,11375//768,1,complete-enumeration:32
233,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
234,L0,0//1,81927//4096,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,4725//256,6327//4096,81927//4096,2,complete-enumeration:32
234,L025,1//4,69639//4096,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,4725//256,6327//4096,81927//4096,1,complete-enumeration:32
234,L050,1//2,57351//4096,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,4725//256,6327//4096,81927//4096,1,complete-enumeration:32
234,L100,1//1,1285//128,20,base_3;frontier_addition;inactive,5//1,1925//128,0//1,1925//128,1,complete-enumeration:32
234,L200,2//1,5639//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
234,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
235,L0,0//1,14575//768,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,13825//768,125//128,14575//768,2,complete-enumeration:32
235,L025,1//4,12271//768,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,13825//768,125//128,14575//768,1,complete-enumeration:32
235,L050,1//2,10369//768,19,base_1;base_2;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
235,L100,1//1,7535//768,17,base_1;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
235,L200,2//1,5639//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
235,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
236,L0,0//1,13825//768,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,13825//768,0//1,13825//768,4,complete-enumeration:32
236,L025,1//4,12097//768,22,base_2;base_3;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
236,L050,1//2,10369//768,22,base_2;base_3;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
236,L100,1//1,7535//768,20,base_3;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
236,L200,2//1,683//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
236,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
237,L0,0//1,758227//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,2275//192,58609//16384,758227//49152,4,complete-enumeration:32
237,L025,1//4,696787//49152,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2275//192,58609//16384,758227//49152,1,complete-enumeration:32
237,L050,1//2,635347//49152,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2275//192,58609//16384,758227//49152,1,complete-enumeration:32
237,L100,1//1,512467//49152,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2275//192,58609//16384,758227//49152,1,complete-enumeration:32
237,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
237,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
238,L0,0//1,9275//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,9275//768,0//1,9275//768,8,complete-enumeration:32
238,L025,1//4,8699//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
238,L050,1//2,8123//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
238,L100,1//1,3641//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
238,L200,2//1,3257//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
238,L400,4//1,2489//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
239,L0,0//1,2447//128,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,4725//256,169//256,2447//128,2,complete-enumeration:32
239,L025,1//4,4149//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
239,L050,1//2,3573//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
239,L100,1//1,7535//768,18,base_2;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
239,L200,2//1,683//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
239,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
240,L0,0//1,13825//768,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,13825//768,0//1,13825//768,4,complete-enumeration:32
240,L025,1//4,12865//768,22,base_2;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
240,L050,1//2,11905//768,22,base_2;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
240,L100,1//1,9985//768,22,base_2;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
240,L200,2//1,6767//768,18,base_2;frontier_addition;inactive,3//1,11375//768,0//1,11375//768,1,complete-enumeration:32
240,L400,4//1,3403//768,16,frontier_addition;inactive,1//1,6475//768,0//1,6475//768,1,complete-enumeration:32
241,L0,0//1,9275//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,9275//768,0//1,9275//768,8,complete-enumeration:32
241,L025,1//4,8699//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
241,L050,1//2,8123//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
241,L100,1//1,7457//768,16,frontier_addition;inactive,1//1,8225//768,0//1,8225//768,1,complete-enumeration:32
241,L200,2//1,6689//768,16,frontier_addition;inactive,1//1,8225//768,0//1,8225//768,1,complete-enumeration:32
241,L400,4//1,5153//768,16,frontier_addition;inactive,1//1,8225//768,0//1,8225//768,1,complete-enumeration:32
242,L0,0//1,63793//3072,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,7175//384,2131//1024,63793//3072,2,complete-enumeration:32
242,L025,1//4,58417//3072,30,base_2;base_3;closure_carrier;frontier_addition;inactive,7//1,7175//384,2131//1024,63793//3072,1,complete-enumeration:32
242,L050,1//2,53041//3072,30,base_2;base_3;closure_carrier;frontier_addition;inactive,7//1,7175//384,2131//1024,63793//3072,1,complete-enumeration:32
242,L100,1//1,42289//3072,30,base_2;base_3;closure_carrier;frontier_addition;inactive,7//1,7175//384,2131//1024,63793//3072,1,complete-enumeration:32
242,L200,2//1,7117//768,20,base_3;frontier_addition;inactive,3//1,11725//768,0//1,11725//768,1,complete-enumeration:32
242,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
243,L0,0//1,769589//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,9275//768,58663//16384,769589//49152,4,complete-enumeration:32
243,L025,1//4,695861//49152,25,base_1;closure_carrier;frontier_addition;inactive,6//1,9275//768,58663//16384,769589//49152,1,complete-enumeration:32
243,L050,1//2,622133//49152,25,base_1;closure_carrier;frontier_addition;inactive,6//1,9275//768,58663//16384,769589//49152,1,complete-enumeration:32
243,L100,1//1,474677//49152,25,base_1;closure_carrier;frontier_addition;inactive,6//1,9275//768,58663//16384,769589//49152,1,complete-enumeration:32
243,L200,2//1,5989//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
243,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
244,L0,0//1,55777//4096,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,2975//256,8177//4096,55777//4096,4,complete-enumeration:32
244,L025,1//4,50657//4096,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2975//256,8177//4096,55777//4096,1,complete-enumeration:32
244,L050,1//2,45537//4096,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2975//256,8177//4096,55777//4096,1,complete-enumeration:32
244,L100,1//1,143//16,1,base_1;inactive,2//1,175//16,0//1,175//16,1,complete-enumeration:32
244,L200,2//1,5989//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
244,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
245,L0,0//1,262481//12288,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,14525//768,10027//4096,262481//12288,2,complete-enumeration:32
245,L025,1//4,237905//12288,29,base_1;base_3;closure_carrier;frontier_addition;inactive,8//1,14525//768,10027//4096,262481//12288,1,complete-enumeration:32
245,L050,1//2,213329//12288,29,base_1;base_3;closure_carrier;frontier_addition;inactive,8//1,14525//768,10027//4096,262481//12288,1,complete-enumeration:32
245,L100,1//1,10685//768,21,base_1;base_3;frontier_addition;inactive,5//1,14525//768,0//1,14525//768,1,complete-enumeration:32
245,L200,2//1,7117//768,17,base_1;frontier_addition;inactive,3//1,11725//768,0//1,11725//768,1,complete-enumeration:32
245,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
246,L0,0//1,4593//256,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2275//128,43//256,4593//256,2,complete-enumeration:32
246,L025,1//4,1987//128,22,base_2;base_3;frontier_addition;inactive,9//1,2275//128,0//1,2275//128,1,complete-enumeration:32
246,L050,1//2,1699//128,22,base_2;base_3;frontier_addition;inactive,9//1,2275//128,0//1,2275//128,1,complete-enumeration:32
246,L100,1//1,115//12,20,base_3;frontier_addition;inactive,5//1,175//12,0//1,175//12,1,complete-enumeration:32
246,L200,2//1,2557//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
246,L400,4//1,1789//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
247,L0,0//1,9275//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,9275//768,0//1,9275//768,8,complete-enumeration:32
247,L025,1//4,8699//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
247,L050,1//2,8123//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
247,L100,1//1,3641//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
247,L200,2//1,3257//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
247,L400,4//1,2489//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
248,L0,0//1,13825//768,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,13825//768,0//1,13825//768,4,complete-enumeration:32
248,L025,1//4,12865//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
248,L050,1//2,11905//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
248,L100,1//1,9985//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
248,L200,2//1,103//12,17,base_1;frontier_addition;inactive,3//1,175//12,0//1,175//12,1,complete-enumeration:32
248,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
249,L0,0//1,100931//6144,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,2275//192,9377//2048,100931//6144,4,complete-enumeration:32
249,L025,1//4,93251//6144,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2275//192,9377//2048,100931//6144,1,complete-enumeration:32
249,L050,1//2,85571//6144,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2275//192,9377//2048,100931//6144,1,complete-enumeration:32
249,L100,1//1,70211//6144,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2275//192,9377//2048,100931//6144,1,complete-enumeration:32
249,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
249,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
250,L0,0//1,208703//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,9275//768,20101//4096,208703//12288,4,complete-enumeration:32
250,L025,1//4,187199//12288,25,base_1;closure_carrier;frontier_addition;inactive,7//1,9275//768,20101//4096,208703//12288,1,complete-enumeration:32
250,L050,1//2,165695//12288,25,base_1;closure_carrier;frontier_addition;inactive,7//1,9275//768,20101//4096,208703//12288,1,complete-enumeration:32
250,L100,1//1,537595//49152,24,closure_carrier;frontier_addition;inactive,3//1,4025//384,56617//16384,685051//49152,1,complete-enumeration:32
250,L200,2//1,3257//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
250,L400,4//1,2489//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
251,L0,0//1,4725//256,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,4725//256,0//1,4725//256,4,complete-enumeration:32
251,L025,1//4,4405//256,21,base_1;base_3;frontier_addition;inactive,5//1,4725//256,0//1,4725//256,1,complete-enumeration:32
251,L050,1//2,4085//256,21,base_1;base_3;frontier_addition;inactive,5//1,4725//256,0//1,4725//256,1,complete-enumeration:32
