trial_id,batch_id,within_batch_order,principal_cell_id,canonical_index,replicate_id,theorem_regime,boundary_mechanism,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,schedule_key,trial_seed,catalog_seed,project_seed,deletion_seed,trial_seed_draw,arithmetic,theorem_evidence,horizon,discount_factor,source_library_ids,source_size,source_closure_size,source_passive_value,source_research_option_premium,source_total_value,realized_frontier_supplier_fraction,realized_module_overlap,descendant_quality,frontier_only_signed_total_dynamic_loss,innovation_safe_signed_total_dynamic_loss,silent_generative_asset_count,active_asset_count,frontier_closure_J,interaction_sign,frontier_only_compression_ratio,innovation_safe_compression_ratio,four_raw_witnesses,all_compressed_states_have_raw_witnesses,raw_compressed_value_comparisons,raw_compressed_values_agree,rectangle_consistency,project_laws_follow_actual_state,frontier_density_gate,module_overlap_gate,frontier_independent_availability,frontier_independent_cost,frontier_independent_generation,frontier_independent_verification,frontier_independent_completion,frontier_independent_primitives,frontier_independent_menus,poor_to_rich_menu_inclusion,antitone_recursive_descendant_gap,nonnegative_rich_exposure,zero_poor_exposure,common_gap_action_value_identities,minimum_rich_exposure,maximum_poor_exposure,computed_primitive_predicate,primitive_interaction_sign_gate,frontier_only_passive_zero_gate,innovation_safe_exact_zero_gate,all_decompositions_exact,all_exact_outputs_rational,all_hard_gates_pass
308,3,52,C050,306,3,primitive_eligible,none,dense,low,weak,low,long,high,low,7239381374124741940,8068776737742280438,4428058301031241899,5433223190738938295,5159858403873587873,1212358433309009754,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,61//256,14183//768,3//4,0//1,4//1,61//256,0//1,1,5,-243//1024,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
309,3,53,C002,258,3,primitive_eligible,none,dense,low,weak,low,short,low,low,7298596296238124049,5805890869414807013,3687493217468507950,6858575807007052893,6512376715430121321,5367612249440910317,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,10859//16384,928577//49152,3//4,0//1,16//3,10859//16384,0//1,1,5,-32031//65536,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
310,3,54,C113,369,3,primitive_eligible,none,sparse,low,weak,low,long,high,high,7332371786639140702,341484062640267004,3411643877066685322,2789301706652308734,3173295855002168550,3331353219400692265,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,1447//24576,298247//24576,1//2,0//1,11//3,1447//24576,0//1,1,5,-1169//24576,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
311,3,55,C062,318,3,primitive_eligible,none,dense,low,strong,high,long,high,low,7916818530025451295,4893748492049707491,1476334294076245459,3690047261071837140,4376444807965705799,2149531592736802760,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,7175//384,0//1,7175//384,3//4,0//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
312,3,56,C121,377,3,primitive_eligible,none,sparse,low,weak,high,long,high,high,8534868542270475622,2334520931371729713,8343069359028720809,5575870520566245318,3414305679644704737,16034841746444049773,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4375//384,0//1,4375//384,1//2,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
313,3,57,C059,315,3,primitive_eligible,none,sparse,high,weak,high,long,high,low,8791445929448778531,7919712718575029032,7021180153722296754,7946845483184800931,3942137987807770349,11368846844105024449,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,1//1,5//1,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
314,3,58,C038,294,3,primitive_eligible,none,dense,low,strong,low,short,high,low,8844892132633294661,4862296742888596868,684315555751174829,2663574299415756127,305501865380108303,13942824735976339737,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,13825//768,7771//4096,244513//12288,3//4,0//1,11//3,7771//4096,0//1,1,5,-6165//8192,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
315,3,59,C079,335,3,primitive_eligible,none,sparse,high,strong,high,short,low,high,8914155961020419596,2799758916601648942,4987945115997558175,7361689684732066306,8215629047511815683,9425082502465188599,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,0//1,2275//192,1//2,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
316,3,60,C029,285,3,primitive_eligible,none,sparse,low,strong,high,long,low,low,9008692296501072071,4292252554507947442,1209712132177142290,5928815623622350582,6675291914725072828,18253192272289794388,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,0//1,2275//192,1//2,0//1,5//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
317,3,61,C110,366,3,primitive_eligible,none,dense,low,strong,high,short,high,high,9141788107656974967,4977342463593068151,6633738222100110956,3302229276080436840,3395620734127614841,13513853907539832736,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,203//128,7609//384,3//4,0//1,13//3,203//128,0//1,1,5,-16245//16384,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
318,3,62,C066,322,3,primitive_eligible,none,dense,low,weak,low,short,low,high,9184772127168845858,2576647024499263098,4322798519727859520,240020963635262097,8611156738234040635,8144587772146705974,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13825//768,4275//16384,897625//49152,3//4,0//1,11//3,4275//16384,0//1,1,5,-5713//16384,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
319,3,63,C055,311,3,primitive_eligible,none,sparse,high,strong,low,long,high,low,9278796173860348511,7984809062631612469,6405052234287496659,6744444641255504856,3108922827434180995,12740707871911463638,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,17//128,3009//256,1//2,1//1,13//3,17//128,0//1,1,5,-27//256,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
320,3,64,C089,345,3,primitive_eligible,none,sparse,low,weak,high,long,low,high,9501009281394993092,153802316890042305,8750525856109519868,77077634464501605,8985969022030653719,9958297390916901518,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
321,3,65,C065,321,3,primitive_eligible,none,sparse,low,weak,low,short,low,high,9716952706792478435,4003421715075007445,8656963116378313959,4186977495883382525,8667235959880178371,16664806240353328131,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,953//2048,24753//2048,1//2,0//1,4//1,953//2048,0//1,1,5,-165//1024,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
322,3,66,C044,300,3,primitive_eligible,none,dense,high,weak,high,short,high,low,10099779469826519377,7367330349981652238,5730041648084181790,7498304525837784519,7235461676442110369,8642464512755074831,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//128,8633//49152,882233//49152,3//4,1//1,13//3,8633//49152,0//1,1,5,-103667//98304,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
323,3,67,C007,263,3,primitive_eligible,none,sparse,high,strong,low,short,low,low,10237482000858470808,4477604476550971858,3480389847554955748,8842401849691358492,3008479766824299442,2635611764972293806,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,2097//8192,297491//24576,1//2,1//1,11//3,2097//8192,0//1,1,5,-1209//8192,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
324,3,68,C083,339,3,primitive_eligible,none,sparse,high,weak,low,long,low,high,10299670931108035766,3331303426490948894,5999463763679980555,8762078314414061015,6243359968214240188,977415607569226482,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
325,3,69,C042,298,3,primitive_eligible,none,dense,low,weak,high,short,high,low,10518895548901131908,2027181989884669051,2938108181643962890,156775627956191483,7866956729810422396,11829611920566486822,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,4521//4096,237563//12288,3//4,0//1,11//3,4521//4096,0//1,1,5,-72649//65536,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
326,3,70,C085,341,3,primitive_eligible,none,sparse,low,strong,low,long,low,high,10658431365808686567,5771456875645116131,7472476332120439232,700980326419198474,661938012643108718,7021128154381024893,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,0//1,2275//192,1//2,0//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
327,3,71,C123,379,3,primitive_eligible,none,sparse,high,weak,high,long,high,high,10667984395530425281,3128554747066401822,3511999176739659048,8842733834358347462,3029645772233009939,16342370549345165686,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,1//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
328,3,72,C084,340,3,primitive_eligible,none,dense,high,weak,low,long,low,high,10905549750008356550,4776077084471913403,7584178144875768410,3747876676424050969,1402269070266958068,1650360589650887776,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,14525//768,0//1,14525//768,3//4,1//1,14//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
329,3,73,C088,344,3,primitive_eligible,none,dense,high,strong,low,long,low,high,10945078577981376477,2213393310283192388,5576730900360786986,8188062218699171700,5588551996523250220,2078903140494390424,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,0//1,875//48,3//4,1//1,8//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
330,3,74,C064,320,3,primitive_eligible,none,dense,high,strong,high,long,high,low,11132192309209815961,3886535463698384270,8401532946383335137,7957159263142714167,8714078025646107686,12323311395623628726,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,0//1,2275//128,3//4,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
331,3,75,C043,299,3,primitive_eligible,none,sparse,high,weak,high,short,high,low,11270083090039290072,3668982113618033505,1056043265999541565,3444286747033916870,7549360252589198130,4108068605483769486,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,203//128,10493//768,1//2,1//1,14//3,203//128,0//1,1,5,-507//1024,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
332,3,76,C111,367,3,primitive_eligible,none,sparse,high,strong,high,short,high,high,11446665195057018325,8655409841854980946,4235917854052992109,4309732089252685814,1456564743688483598,18159753181984490710,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,1145//3072,12515//1024,1//2,1//1,10//3,1145//3072,0//1,1,5,-20809//65536,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
333,3,77,C105,361,3,primitive_eligible,none,sparse,low,weak,high,short,high,high,11457497161340734662,67324512313688113,7813181706519443040,7523848732523917077,3904951174844445789,791366523115089418,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,0//1,3//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
334,3,78,C021,277,3,primitive_eligible,none,sparse,low,strong,low,long,low,low,11545186012785652470,5226969684046516673,7268308029633465479,4520100539777025714,7494713278851235918,7543339994815393921,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,0//1,2275//192,1//2,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
335,3,79,C018,274,3,primitive_eligible,none,dense,low,weak,low,long,low,low,11886441215202861199,3885629481282762657,5794118425239716214,2535559613902249314,97893975041151130,14705397681193890154,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4725//256,0//1,4725//256,3//4,0//1,8//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
336,3,80,C006,262,3,primitive_eligible,none,dense,low,strong,low,short,low,low,11888824263483668448,7353481951481852911,6730581775560344689,4840357334370585352,8481214184286666833,12027330604001503638,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,0//1,875//48,3//4,0//1,7//3,0//1,0//1,0,5,-371//1024,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
337,3,81,C028,284,3,primitive_eligible,none,dense,high,weak,high,long,low,low,11949863443354144777,1697739054990902494,5143225414455088611,3922704265574292491,8038373385710597853,1549075746166906153,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13825//768,0//1,13825//768,3//4,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
338,3,82,C061,317,3,primitive_eligible,none,sparse,low,strong,high,long,high,low,12127727919976968096,2387003571259950013,2188738478794179896,7315190805510246795,1304713868929420486,17749175454475171890,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,0//1,2975//256,1//2,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
339,3,83,C109,365,3,primitive_eligible,none,sparse,low,strong,high,short,high,high,12206789621092749160,827306280887845712,5917367396831093265,3540697245691514943,4109441916353230257,16104702192277528641,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,1309//2048,76727//6144,1//2,0//1,10//3,1309//2048,0//1,1,5,-23337//65536,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
340,3,84,C097,353,3,primitive_eligible,none,sparse,low,weak,low,short,high,high,12237939157285587083,7305434769792096065,7283618634765954470,8437694402834623217,8730775622606946447,4584540264525696077,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,1575//128,4913//2048,30113//2048,1//2,0//1,13//3,4913//2048,0//1,1,5,-2055//4096,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
341,3,85,C049,305,3,primitive_eligible,none,sparse,low,weak,low,long,high,low,12285779967153300738,4613986349244311999,1399775177549037955,7434283395324270027,7385036125447302717,9041153427162334519,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,1447//49152,572647//49152,1//2,0//1,10//3,1447//49152,0//1,1,5,-2489//49152,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
