trial_id,batch_id,principal_cell_id,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,arithmetic,parent_experiment,extension_version,pooled_with_parent_results,enumerated_sublibraries,source_library_ids,source_strategy_weights,source_cardinality,source_burden,source_operational_value,source_generative_value,source_total_productive_value,minimum_safe_weight,minimum_safe_weight_optimizer_count,minimum_safe_cardinality,minimum_safe_cardinality_optimizer_count,rechecked_pruning_burden,rechecked_pruning_cardinality,greedy_optimality_gap,greedy_gap_positive,safe_weight_compression_ratio,safe_cardinality_compression_ratio,frontier_only_minimum_weight,frontier_only_optimizer_count,frontier_only_value_loss,frontier_only_normalized_value_loss,frontier_only_any_positive_value_loss,registered_capacity_nonconcavity,attainable_capacity_nonconcavity,lambda_breakpoint_count,positive_lambda_breakpoint_count,all_safe_optima_preserve_frontier_closure,all_safe_productive_values_preserved,all_channel_decompositions_close,all_capacity_optima_feasible,capacity_value_monotone,safe_pruning_weakly_lowers_burden,penalty_burden_monotone,global_enumeration_gate
218,2,C039,sparse,high,strong,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,9275//768,13133//2048,113599//6144,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,13133//2048,39399//113599,true,false,true,4,3,true,true,true,true,true,true,true,true
219,2,C016,dense,high,strong,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,7175//384,0//1,7175//384,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
220,2,C072,dense,high,strong,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//128,8177//4096,80977//4096,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,8177//4096,629//6229,true,true,true,5,4,true,true,true,true,true,true,true,true
221,2,C090,dense,low,weak,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,14525//768,0//1,14525//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
222,2,C083,sparse,high,weak,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,9275//768,0//1,9275//768,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
223,2,C013,sparse,low,strong,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,1575//128,0//1,1575//128,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
224,2,C028,dense,high,weak,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,13825//768,0//1,13825//768,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
225,2,C043,sparse,high,weak,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2275//192,9377//2048,100931//6144,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,9377//2048,28131//100931,true,false,true,4,3,true,true,true,true,true,true,true,true
226,2,C077,sparse,low,strong,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,9275//768,1793//24576,99531//8192,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,1793//24576,1793//298593,true,false,true,4,3,true,true,true,true,true,true,true,true
227,2,C128,dense,high,strong,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,13825//768,0//1,13825//768,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
228,2,C066,dense,low,weak,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,4725//256,8177//4096,83777//4096,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,8177//4096,8177//83777,true,false,true,5,4,true,true,true,true,true,true,true,true
229,2,C111,sparse,high,strong,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2975//256,20809//4096,68409//4096,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,20809//4096,20809//68409,true,false,true,3,2,true,true,true,true,true,true,true,true
230,2,C026,dense,low,weak,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,4725//256,0//1,4725//256,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
231,2,C002,dense,low,weak,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,875//48,8177//4096,248531//12288,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,8177//4096,24531//248531,true,false,true,5,4,true,true,true,true,true,true,true,true
232,2,C052,dense,high,weak,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,13825//768,223//256,7247//384,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,223//256,669//14494,true,false,true,5,4,true,true,true,true,true,true,true,true
233,2,C010,dense,low,weak,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,13825//768,0//1,13825//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
234,2,C008,dense,high,strong,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,4725//256,6327//4096,81927//4096,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,6327//4096,703//9103,true,true,true,5,4,true,true,true,true,true,true,true,true
235,2,C056,dense,high,strong,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,13825//768,125//128,14575//768,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,125//128,30//583,true,false,true,5,4,true,true,true,true,true,true,true,true
236,2,C092,dense,high,weak,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,13825//768,0//1,13825//768,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
237,2,C041,sparse,low,weak,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//192,58609//16384,758227//49152,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,58609//16384,175827//758227,true,true,true,3,2,true,true,true,true,true,true,true,true
238,2,C029,sparse,low,strong,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,9275//768,0//1,9275//768,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
239,2,C120,dense,high,strong,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,4725//256,169//256,2447//128,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,169//256,169//4894,true,false,true,5,4,true,true,true,true,true,true,true,true
240,2,C094,dense,low,strong,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,13825//768,0//1,13825//768,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
241,2,C017,sparse,low,weak,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,9275//768,0//1,9275//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
242,2,C106,dense,low,weak,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,7175//384,2131//1024,63793//3072,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,2131//1024,6393//63793,true,false,true,5,4,true,true,true,true,true,true,true,true
243,2,C045,sparse,low,strong,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,9275//768,58663//16384,769589//49152,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,58663//16384,175989//769589,true,true,true,3,2,true,true,true,true,true,true,true,true
244,2,C065,sparse,low,weak,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2975//256,8177//4096,55777//4096,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,8177//4096,481//3281,true,true,true,4,3,true,true,true,true,true,true,true,true
245,2,C070,dense,low,strong,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,14525//768,10027//4096,262481//12288,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,10027//4096,30081//262481,true,true,true,5,4,true,true,true,true,true,true,true,true
246,2,C012,dense,high,weak,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2275//128,43//256,4593//256,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,43//256,43//4593,true,false,true,5,4,true,true,true,true,true,true,true,true
247,2,C089,sparse,low,weak,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,9275//768,0//1,9275//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
248,2,C030,dense,low,strong,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,13825//768,0//1,13825//768,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
249,2,C105,sparse,low,weak,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//192,9377//2048,100931//6144,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,9377//2048,28131//100931,true,true,true,3,2,true,true,true,true,true,true,true,true
250,2,C099,sparse,high,weak,low,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,9275//768,20101//4096,208703//12288,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,20101//4096,60303//208703,true,false,true,4,3,true,true,true,true,true,true,true,true
251,2,C062,dense,low,strong,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,4725//256,0//1,4725//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
252,2,C102,dense,low,strong,low,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,13825//768,5539//1024,71917//3072,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,5539//1024,16617//71917,true,true,true,5,4,true,true,true,true,true,true,true,true
253,2,C015,sparse,high,strong,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,1575//128,0//1,1575//128,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
254,2,C067,sparse,high,weak,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,9275//768,10027//4096,178481//12288,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,10027//4096,30081//178481,true,false,true,4,3,true,true,true,true,true,true,true,true
255,2,C035,sparse,high,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,1575//128,3797//512,10097//512,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,3797//512,3797//10097,true,false,true,4,3,true,true,true,true,true,true,true,true
256,2,C114,dense,low,weak,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,4725//256,223//256,1237//64,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,223//256,223//4948,true,false,true,5,4,true,true,true,true,true,true,true,true
257,3,C013,sparse,low,strong,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,1575//128,0//1,1575//128,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
258,3,C125,sparse,low,strong,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,1575//128,0//1,1575//128,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
