trial_id,breakpoint_index,lambda,strictly_positive,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,optimizer_count,pairwise_candidates_checked,enumeration_certificate
273,4,1925//768,true,875//128,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,2,243,complete-enumeration:32
273,5,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,243,complete-enumeration:32
274,1,0//1,false,4375//384,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,8,90,complete-enumeration:32
274,2,175//512,true,14875//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,90,complete-enumeration:32
274,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,90,complete-enumeration:32
275,1,0//1,false,875//48,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,191,complete-enumeration:32
275,2,175//192,true,1925//192,18;20;22,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,3,191,complete-enumeration:32
275,3,175//128,true,2975//384,16;18;20,frontier_addition;inactive|base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,3,191,complete-enumeration:32
275,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,191,complete-enumeration:32
276,1,0//1,false,466247//24576,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2,246,complete-enumeration:32
276,2,1447//49152,true,916577//49152,22;30,base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1,2,246,complete-enumeration:32
276,3,2975//3072,true,31325//3072,18;20;22,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,3,246,complete-enumeration:32
276,4,4375//3072,true,24325//3072,16;18;20,frontier_addition;inactive|base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,3,246,complete-enumeration:32
276,5,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,246,complete-enumeration:32
277,1,0//1,false,288091//24576,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,152,complete-enumeration:32
277,2,2491//73728,true,844345//73728,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;8//1,2,152,complete-enumeration:32
277,3,1225//3072,true,29575//3072,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,152,complete-enumeration:32
277,4,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,152,complete-enumeration:32
278,1,0//1,false,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,4,125,complete-enumeration:32
278,2,175//96,true,7175//768,18;22,base_2;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,2,125,complete-enumeration:32
278,3,4375//1536,true,9625//1536,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,2,125,complete-enumeration:32
278,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,125,complete-enumeration:32
279,1,0//1,false,450491//24576,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,328,complete-enumeration:32
279,2,2491//73728,true,1331545//73728,21;29,base_1;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1,2,328,complete-enumeration:32
279,3,175//96,true,875//96,17;21,base_1;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,2,328,complete-enumeration:32
279,4,175//64,true,1225//192,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,328,complete-enumeration:32
279,5,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,328,complete-enumeration:32
280,1,0//1,false,42713//2048,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,320,complete-enumeration:32
280,2,35245//49152,true,46447//3072,26;30,base_2;closure_carrier;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1,2,320,complete-enumeration:32
280,3,23711//24576,true,335045//24576,22;26,base_2;base_3;frontier_addition;inactive|base_2;closure_carrier;frontier_addition;inactive,5//1;6//1,2,320,complete-enumeration:32
280,4,36709//24576,true,270055//24576,22;24,base_2;base_3;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,4//1;5//1,2,320,complete-enumeration:32
280,5,13897//8192,true,250127//24576,18;24,base_2;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,3//1;4//1,2,320,complete-enumeration:32
280,6,175//64,true,5425//768,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,2,320,complete-enumeration:32
280,7,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,320,complete-enumeration:32
281,1,0//1,false,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,4,153,complete-enumeration:32
281,2,875//512,true,14875//1536,20;21,base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,2,153,complete-enumeration:32
281,3,2275//768,true,2275//384,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,2,153,complete-enumeration:32
281,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,153,complete-enumeration:32
282,1,0//1,false,193573//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,137,complete-enumeration:32
282,2,5035//12288,true,84199//6144,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;5//1,2,137,complete-enumeration:32
282,3,20101//8192,true,186097//24576,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,137,complete-enumeration:32
282,4,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,137,complete-enumeration:32
283,1,0//1,false,13475//768,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,174,complete-enumeration:32
283,2,875//512,true,13825//1536,18;22,base_2;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,2,174,complete-enumeration:32
283,3,175//64,true,2275//384,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,2,174,complete-enumeration:32
283,4,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,174,complete-enumeration:32
284,1,0//1,false,299149//16384,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2,335,complete-enumeration:32
284,2,1447//98304,true,1778977//98304,21;29,base_1;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1,2,335,complete-enumeration:32
284,3,875//1024,true,32375//3072,20;21,base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,5//1;9//1,2,335,complete-enumeration:32
284,4,4375//3072,true,7875//1024,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,335,complete-enumeration:32
284,5,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,335,complete-enumeration:32
285,1,0//1,false,875//48,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,127,complete-enumeration:32
285,2,875//512,true,14875//1536,18;22,base_2;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,2,127,complete-enumeration:32
285,3,4375//1536,true,9625//1536,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,2,127,complete-enumeration:32
285,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,127,complete-enumeration:32
286,1,0//1,false,53135//4096,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,4,152,complete-enumeration:32
286,2,2735//8192,true,87125//8192,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;7//1,2,152,complete-enumeration:32
286,3,35471//98304,true,1032245//98304,17;24,base_1;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,3//1;5//1,2,152,complete-enumeration:32
286,4,18043//32768,true,976271//98304,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,152,complete-enumeration:32
286,5,4025//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,152,complete-enumeration:32
287,1,0//1,false,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,8,59,complete-enumeration:32
287,2,1225//1536,true,4725//512,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,59,complete-enumeration:32
287,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,59,complete-enumeration:32
288,1,0//1,false,3719707//196608,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2,327,complete-enumeration:32
288,2,135707//393216,true,5946637//393216,21;29,base_1;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1,2,327,complete-enumeration:32
288,3,1164317//2097152,true,83251441//6291456,21;28,base_1;base_3;frontier_addition;inactive|base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,327,complete-enumeration:32
288,4,2424691//4194304,true,164485685//12582912,24;28,closure_carrier;frontier_addition;inactive|base_3;closure_carrier;frontier_addition;inactive,3//1;7//1,2,327,complete-enumeration:32
288,5,358087//131072,true,2599339//393216,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,327,complete-enumeration:32
288,6,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,327,complete-enumeration:32
289,1,0//1,false,30113//2048,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,137,complete-enumeration:32
289,2,15105//65536,true,105347//8192,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,4//1;8//1,2,137,complete-enumeration:32
289,3,57799//49152,true,446201//49152,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,137,complete-enumeration:32
289,4,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,137,complete-enumeration:32
290,1,0//1,false,4813//256,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,293,complete-enumeration:32
290,2,11//96,true,4461//256,22;30,base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1,2,293,complete-enumeration:32
290,3,175//192,true,2625//256,18;22,base_2;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,293,complete-enumeration:32
290,4,175//128,true,6125//768,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;5//1,2,293,complete-enumeration:32
290,5,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,293,complete-enumeration:32
291,1,0//1,false,168913//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,4,141,complete-enumeration:32
291,2,5035//24576,true,302581//24576,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;7//1,2,141,complete-enumeration:32
291,3,11881//8192,true,210757//24576,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,141,complete-enumeration:32
291,4,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,141,complete-enumeration:32
292,1,0//1,false,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,268,complete-enumeration:32
292,2,875//512,true,5075//512,18;22,base_2;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,2,268,complete-enumeration:32
292,3,175//64,true,875//128,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,2,268,complete-enumeration:32
292,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,268,complete-enumeration:32
293,1,0//1,false,1575//128,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,8,65,complete-enumeration:32
293,2,1225//1536,true,5075//512,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,65,complete-enumeration:32
293,3,8225//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,65,complete-enumeration:32
294,1,0//1,false,875//48,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,4,115,complete-enumeration:32
294,2,875//512,true,14875//1536,20;22,base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,2,115,complete-enumeration:32
294,3,175//64,true,5075//768,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,2,115,complete-enumeration:32
294,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,115,complete-enumeration:32
295,1,0//1,false,3009//256,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,138,complete-enumeration:32
295,2,17//384,true,2941//256,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;6//1,2,138,complete-enumeration:32
